UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
2815,1989,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Independent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,,Yes,Yes,,Yes,,,,,,,,,,,,,,Mac,Yes,Cautious,Yes,Umm...,Yes,Space,No,,,,Yes,,,,No,Yes,,,,,No,No,Yes,No,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,40
2816,1966,Male,"$100,001 - $150,000",Single (w/kids),Bachelor's Degree,Republican,0,,,No,,,No,Public,,,,No,No,No,Yes,Art,Study first,No,No,No,No,Giving,No,Yes,Idealist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,End,No,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,Yes,,Technology,Yes,Yes,No,Yes,Yes,Supportive,Yes,Mac,Yes,Cautious,No,Umm...,Yes,Space,No,,,,,,,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,,,Yes,Yes,Yes,Yes,85
2817,1979,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Libertarian,0,,No,No,No,No,Yes,Public,No,Yes,No,,,,,,Try first,No,Yes,,Yes,,No,No,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,TMI,No,Yes,,,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Rent,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,No,Yes,No,Yes,No,No,Only-child,,No,Yes,90
2818,1951,Male,"$25,001 - $50,000",Single (w/kids),,Democrat,1,Yes,Yes,No,Yes,Yes,Yes,Private,Yes,No,No,No,No,No,Yes,Art,Study first,Yes,No,Yes,Yes,Giving,,No,Idealist,No,No,,Odd hours,,Happy,Yes,,,,,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Yes!,Yes,Socialize,No,In-person,No,,,Yes,Yay people!,Yes,,,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,71
2821,NA,Male,,Married (no kids),,Republican,1,,,,,,,,Yes,Yes,No,No,No,,,,,No,,Yes,Yes,Giving,Yes,Yes,Idealist,Yes,No,Hot headed,Standard hours,No,Happy,Yes,No,Yes,No,A.M.,No,End,Yes,Yes,Me,Yes,No,No,Yes,No,Mysterious,No,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,Online,No,Yes,No,Yes,Grrr people,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,89
2822,1966,Female,"$25,001 - $50,000",Married (w/kids),Doctoral Degree,Republican,1,Yes,No,Yes,Yes,Yes,No,Public,,No,No,Yes,Yes,Yes,Yes,Art,,No,Yes,No,Yes,,Yes,,,,,,Odd hours,Yes,,Yes,Yes,No,,A.M.,Yes,Start,,No,Circumstances,,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,,,No,,Supportive,,,,Cautious,No,Yes!,,,,In-person,Yes,,Yes,Yes,Yay people!,,,,Yes,Yes,Yes,,No,No,Yes,Yes,No,,Optimist,Dad,No,Yes,Yes,,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,73
2824,1959,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Democrat,1,No,Yes,No,Yes,Yes,No,Private,No,No,No,No,No,No,,,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Standard hours,,,,,,,,,,,,,Yes,No,No,Yes,Yes,TMI,No,Yes,Tunes,Technology,Yes,No,No,Yes,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,87
2828,1982,Male,"$100,001 - $150,000",Married (no kids),Doctoral Degree,Democrat,1,,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Receiving,Yes,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,No,No,TMI,Yes,No,Tunes,Technology,No,No,No,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,No,100
2829,1969,Male,,Married (w/kids),High School Diploma,Independent,1,,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,No,No,Yes,,Study first,,Yes,No,No,Giving,No,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,,Yes,Demanding,No,Mac,,Cautious,,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,,,,,,,,Yes,No,Yes,No,No,Own,,,Yes,,,,,,No,No,Yes,No,No,Yes,,No,Yes,80
2831,1987,Male,"$25,001 - $50,000",Domestic Partners (no kids),Bachelor's Degree,Independent,1,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,Yes,No,Art,Try first,No,Yes,Yes,No,Receiving,Yes,No,Idealist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100
2833,1988,Male,"$50,000 - $74,999",Married (no kids),,Republican,1,,,,,,,,,,,,,,,,,,,,,,,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yay people!,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,21
2837,1998,Male,"under $25,000",Single (no kids),Current K-12,Republican,0,,Yes,No,No,No,Yes,Private,No,Yes,No,No,No,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Talk,People,Yes,No,Yes,Yes,Yes,Demanding,No,Mac,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,100
2840,1991,Male,"under $25,000",Single (no kids),Current Undergraduate,Libertarian,1,Yes,Yes,No,No,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,No,TMI,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Yes!,Yes,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Rent,Pessimist,Mom,No,No,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,No,No,Yes,101
2842,1981,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,,0,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,,,,,,,,,Yes,No,Receiving,No,No,Pragmatist,Yes,Yes,Cool headed,,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,No,Yes,TMI,Yes,Yes,Tunes,Technology,Yes,No,Yes,,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,No,Grrr people,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Only-child,Yes,Yes,Yes,91
2843,1998,Female,"$25,001 - $50,000",Single (no kids),Current K-12,Independent,0,No,Yes,No,No,Yes,Yes,Public,Yes,No,No,No,No,Yes,Yes,Art,Try first,No,No,Yes,Yes,Giving,No,Yes,,Yes,Yes,Cool headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,End,,No,Me,Yes,No,No,No,No,Mysterious,Yes,Yes,,,Yes,Yes,Yes,No,No,Demanding,No,Mac,,Cautious,,Yes!,,Space,No,In-person,,No,,No,Yay people!,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,68
2847,1981,Male,"$75,000 - $100,000",Married (no kids),Current Undergraduate,Republican,1,Yes,Yes,No,Yes,No,No,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,Yes,,,,,,Yes,Yes,Yes,A.M.,Yes,End,Yes,No,Me,Yes,No,No,No,Yes,TMI,Yes,Yes,Talk,People,Yes,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,96
2848,1977,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,1,,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,No,Yes,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,,Yes,Yes,No,No,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,PC,No,Cautious,No,,No,,,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes,96
2850,1988,Male,"under $25,000",Single (no kids),Doctoral Degree,Other,0,Yes,No,No,No,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,,,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2851,1961,Male,"$25,001 - $50,000",Domestic Partners (no kids),High School Diploma,Republican,0,No,Yes,No,Yes,No,No,Public,No,No,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,No,No,Talk,Technology,Yes,No,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Mom,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,101
2852,1988,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Libertarian,0,,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,No,Science,Try first,No,No,Yes,Yes,Giving,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,No,Start,Yes,Yes,Me,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,No,Grrr people,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Rent,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,100
2853,1980,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,0,,,,Yes,,,,No,Yes,,,No,,,,,Yes,,No,Yes,,,,,No,,,,,,Yes,,Yes,Yes,P.M.,,Start,Yes,,,,,,Yes,,Mysterious,,No,,Technology,No,,,,,,,PC,No,Cautious,No,Umm...,,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,,,No,Yes,Yes,,,Yes,Yes,,,,Dad,No,Yes,No,Yes,,Yes,No,,,No,Yes,Only-child,No,,,50
2854,NA,,,,,,0,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,No,,,,,,,,,,,,,,,,,,No,Start,Yes,Yes,,Yes,No,Yes,No,Yes,TMI,No,Yes,Tunes,People,Yes,Yes,No,No,,,,,Yes,Risk-friendly,No,Umm...,No,Socialize,Yes,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,79
2857,1998,Male,"over $150,000",Single (no kids),Current K-12,Republican,0,,Yes,No,No,No,No,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,No,No,Mysterious,No,No,Talk,Technology,No,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,No,Umm...,Yes,Space,No,Online,No,No,Yes,No,Grrr people,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes,100
2859,1982,Male,,Single (no kids),Doctoral Degree,Independent,0,,,,,,,,No,No,No,,No,Yes,Yes,Science,Study first,,Yes,,,Giving,No,No,Idealist,No,No,Hot headed,Odd hours,Yes,Right,Yes,Yes,No,No,P.M.,,Start,,No,Circumstances,,No,Yes,Yes,Yes,TMI,Yes,No,,,,,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,,No,Yes,,,,,,,,,Yes,No,No,No,No,No,,,,,,,,,Yes,Yes,,,No,,Only-child,,No,Yes,62
2861,1990,Male,"$50,000 - $74,999",Married (no kids),Current Undergraduate,Republican,0,,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Rent,Pessimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,74
2863,1979,Male,"$50,000 - $74,999",Single (no kids),,Democrat,1,Yes,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Study first,No,,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,,Yes,Talk,Technology,Yes,Yes,,No,Yes,,Yes,,No,,Yes,,,,,,,,,,,Yes,No,No,No,,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,66
2865,1971,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,No,No,Pragmatist,Yes,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,No,No,TMI,Yes,Yes,Talk,People,Yes,No,No,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,100
2867,1984,Female,"$25,001 - $50,000",Single (no kids),,Democrat,0,,,No,Yes,,,,Yes,Yes,No,Yes,No,,Yes,Science,,Yes,No,No,No,Giving,Yes,Yes,,,Yes,,Standard hours,Yes,Happy,,No,No,No,,,,,,,,,,,Yes,,No,Yes,Tunes,People,Yes,,Yes,,,,,,Yes,Cautious,,Umm...,No,Space,No,Online,No,,,,,,,,,,,,No,Yes,Yes,No,No,Rent,Optimist,,No,No,Yes,Yes,Check!,Yes,,,,,No,Yes,No,Yes,Yes,56
2868,1944,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Independent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Talk,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,55
2869,1976,Male,,Married (w/kids),,Libertarian,0,Yes,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,Yes,A.M.,Yes,Start,No,Yes,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,No,No,Talk,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Own,Pessimist,Mom,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Only-child,Yes,Yes,Yes,101
2870,1968,Male,"over $150,000",Single (w/kids),Master's Degree,Independent,0,,,,,,,,No,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,End,,,,Yes,No,No,Yes,No,Mysterious,Yes,No,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,Yes,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Own,Pessimist,Mom,Yes,No,Yes,Yes,Nope,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,65
2873,1962,Female,"over $150,000",Married (no kids),,Independent,1,,No,No,Yes,Yes,Yes,Public,No,Yes,,No,Yes,No,Yes,,,,,,Yes,,Yes,No,,,,,,,,,,,,A.M.,Yes,,,,Me,,Yes,Yes,Yes,No,,,,Talk,People,No,Yes,Yes,,Yes,Demanding,Yes,Mac,No,Cautious,,Yes!,No,Space,No,Online,No,,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,No,,Yes,Own,Optimist,Dad,Yes,,Yes,Yes,,Yes,No,No,Yes,No,No,Yes,,,Yes,64
2874,1985,Male,"$25,001 - $50,000",Married (w/kids),Associate's Degree,Libertarian,1,,,,Yes,,,,,,,,No,,,,Study first,,,,Yes,,No,,,,,,,No,Right,No,No,No,No,A.M.,No,End,Yes,No,Me,No,No,No,No,No,Mysterious,No,No,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,,,No,,,,,No,Yes,,,,,,,,Yes,No,,No,Yes,,,Rent,Optimist,Dad,Yes,Yes,,No,,No,,No,Yes,Yes,No,Yes,Yes,No,,58
2876,1970,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Republican,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demanding,Yes,PC,,,,,,,,,,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,37
2877,1971,Female,"over $150,000",Married (no kids),Bachelor's Degree,Independent,1,,,,,,,,,,,,,,,,,,,,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,,Yes,Happy,,,,,,,,,,,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,,PC,Yes,Risk-friendly,Yes,,No,,,In-person,No,Yes,,,,Yes,No,Yes,No,Yes,No,Yes,,No,No,Yes,Yes,,,,,No,No,Yes,Nope,Yes,No,No,Yes,,,Yes,No,No,,56
2879,1982,Male,"$75,000 - $100,000",Single (no kids),Master's Degree,,1,,Yes,No,Yes,Yes,No,Public,Yes,Yes,No,Yes,No,Yes,Yes,Science,Try first,Yes,Yes,Yes,Yes,Receiving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,No,Yes,No,,No,Yes,No,Own,Optimist,Mom,No,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,99
2881,1973,Female,"$25,001 - $50,000",Domestic Partners (no kids),,Independent,0,,,No,,No,No,Public,Yes,,,No,No,,,,,,,No,,Giving,Yes,No,Pragmatist,No,No,,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,,Yes,No,Circumstances,,,,,No,Mysterious,No,,Talk,People,Yes,Yes,No,,Yes,Demanding,Yes,PC,Yes,Cautious,No,,,,,,,Yes,Yes,Yes,,Yes,No,No,No,Yes,,Yes,No,No,No,No,No,Own,Optimist,Mom,Yes,Yes,,,,,No,No,Yes,Yes,,Yes,No,Yes,No,68
2884,1976,Male,,Married (w/kids),,Republican,0,,,,,No,Yes,Public,,,,,,No,Yes,Science,Study first,No,No,No,No,Receiving,No,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,No,Start,No,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,No,Nope,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,92
2886,1987,Male,"under $25,000",Single (no kids),Master's Degree,Libertarian,1,,,No,No,Yes,No,Public,No,,No,Yes,Yes,Yes,Yes,Art,Study first,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,,No,Yes,Tunes,People,Yes,,,,,,No,Mac,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Grrr people,No,Yes,No,No,,Yes,Yes,No,No,No,Yes,Yes,Rent,Pessimist,Dad,No,No,No,Yes,Nope,No,,No,Yes,Yes,,Yes,Yes,Yes,No,65
2887,1981,Female,,Married (no kids),,Republican,1,,,No,No,Yes,No,Private,Yes,Yes,No,Yes,No,,No,Science,Study first,No,,No,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,,No,Right,,Yes,No,Yes,A.M.,Yes,End,,Yes,Me,No,No,No,Yes,No,Mysterious,No,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Rent,Optimist,,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Yes,,No,Yes,92
2888,1964,Male,"over $150,000",Married (w/kids),Associate's Degree,Republican,1,,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,Yes,,,,,Cool headed,Odd hours,Yes,Right,Yes,Yes,No,No,A.M.,,Start,Yes,Yes,Me,,No,No,,No,TMI,No,Yes,Talk,People,Yes,No,No,Yes,No,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,,No,,,,,,Pessimist,Mom,No,No,No,No,Nope,Yes,No,No,Yes,Yes,,,,,,63
2893,1983,Male,"over $150,000",Married (no kids),Master's Degree,Republican,1,,,,,No,Yes,,No,Yes,No,Yes,Yes,Yes,Yes,Science,,,Yes,,,,,,,,,,,,,,,,,,,End,,,Me,,,,,,TMI,No,No,Talk,People,No,,,Yes,No,Supportive,No,,,,,,,,,,,Yes,Yes,Yes,Yay people!,Yes,Yes,No,,,,No,Yes,No,No,Yes,,Own,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,42
